host_type,host_since,host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,price
unknown,2014-02-28,within a day,100%,f,3.0,t,Oak Hill,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,31,14,14,14,79,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,3,1.0,50
male,2018-03-07,within an hour,100%,f,1.0,f,,House,Private room,3,1.5,2.0,2.0,Real Bed,$25.00,2,1125,28,48,48,48,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1,2.2,100
male,2018-12-26,within an hour,100%,f,2.0,f,East Riverside,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,29,22,52,77,142,10,94.0,10.0,9.0,10.0,10.0,10.0,10.0,t,moderate,2,6.0,55
mostly_female,2014-01-27,within an hour,100%,t,2.0,t,Cherry Creek,House,Private room,1,1.5,1.0,1.0,Real Bed,$0.00,1,1125,14,30,57,324,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,2,4.55,25
female,2018-01-24,within an hour,100%,f,6.0,f,,House,Entire home/apt,10,1.0,2.0,5.0,Real Bed,$25.00,1,30,15,43,68,246,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,t,strict_14_with_grace_period,5,4.55,425
female,2014-07-22,within an hour,100%,t,2.0,f,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,3,30,27,57,87,362,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,moderate,2,1.0,735
female,2011-07-13,within an hour,99%,t,14.0,f,University of Texas,Apartment,Entire home/apt,16,10.0,10.0,20.0,Real Bed,$25.00,1,1125,16,37,63,122,0,,,,,,,,f,flexible,14,,800
male,2014-06-25,within an hour,100%,f,1.0,t,Windsor Park,Condominium,Entire home/apt,5,1.0,2.0,3.0,Real Bed,$0.00,2,1125,0,0,0,6,0,,,,,,,,t,strict_14_with_grace_period,1,,400
female,2015-08-19,within an hour,100%,f,2.0,t,Upper Boggy Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,2,14,3,3,3,69,2,90.0,9.0,8.0,10.0,10.0,9.0,9.0,t,moderate,1,0.97,30
mostly_male,2015-06-29,within an hour,100%,f,4.0,t,,House,Private room,6,1.0,3.0,3.0,Real Bed,$100.00,1,1125,11,41,71,161,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,4,3.21,35
male,2018-05-11,within a day,100%,f,2.0,f,Barton Creek,Condominium,Private room,4,1.0,1.0,1.0,Real Bed,$0.00,2,1125,29,59,89,179,0,,,,,,,,f,flexible,1,,165
unknown,2018-12-27,within an hour,100%,f,1.0,f,,House,Private room,2,1.0,1.0,1.0,Real Bed,$20.00,1,15,20,50,80,289,0,,,,,,,,f,flexible,1,,45
male,2012-09-17,within an hour,100%,f,1.0,f,MLK & 183,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,$0.00,2,29,6,28,40,119,5,100.0,10.0,9.0,10.0,10.0,9.0,10.0,t,flexible,1,2.24,180
male,2015-12-02,within an hour,100%,f,6.0,t,MLK & 183,Apartment,Private room,2,1.5,1.0,2.0,Real Bed,$10.00,3,1125,14,32,44,163,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,0.94,25
male,2017-08-26,within an hour,100%,f,1.0,f,Upper Boggy Creek,House,Entire home/apt,4,1.0,3.0,3.0,Real Bed,$0.00,2,7,15,24,49,49,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1,3.75,150
mostly_female,2012-08-20,within an hour,100%,f,6.0,f,Zilker,House,Shared room,1,1.0,1.0,1.0,Real Bed,$0.00,30,1125,30,54,54,54,0,,,,,,,,f,moderate,4,,45
female,2018-07-23,within an hour,100%,f,8.0,f,Montopolis,House,Private room,3,2.0,1.0,1.0,Real Bed,$5.00,1,1125,9,28,50,113,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,moderate,5,2.63,50
female,2018-07-23,within an hour,100%,f,8.0,f,Montopolis,House,Private room,4,2.0,1.0,1.0,Real Bed,$5.00,1,1125,9,28,46,97,2,90.0,10.0,8.0,10.0,10.0,5.0,10.0,t,moderate,5,1.05,50
female,2018-07-23,within an hour,100%,f,8.0,f,Montopolis,House,Private room,4,2.0,1.0,1.0,Real Bed,$5.00,1,1125,9,28,50,113,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,5,0.6,50
female,2018-07-23,within an hour,100%,f,8.0,f,Montopolis,House,Private room,4,2.0,1.0,1.0,Real Bed,$5.00,1,1125,9,28,50,113,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,5,1.05,50
female,2018-07-23,within an hour,100%,f,8.0,f,Montopolis,House,Private room,4,2.0,1.0,1.0,Real Bed,$5.00,1,1125,9,28,50,113,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,5,2.09,50
female,2015-08-09,within an hour,100%,f,1.0,f,West Congress,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,$30.00,2,7,22,52,82,356,0,,,,,,,,t,moderate,1,,165
unknown,2017-04-03,within an hour,76%,f,301.0,f,East Downtown,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$0.00,2,90,21,43,73,346,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,t,strict_14_with_grace_period,27,1.0,330
male,2009-05-03,within an hour,100%,f,1.0,t,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$35.00,6,1125,12,12,12,12,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.3,250
female,2016-10-03,within a few hours,100%,t,3.0,t,Govalle,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,3,365,20,48,78,353,0,,,,,,,,t,strict_14_with_grace_period,1,,170
mostly_male,2016-02-20,within an hour,100%,f,1.0,f,East Downtown,House,Private room,2,1.0,1.0,2.0,Real Bed,$0.00,1,1125,4,4,4,74,0,,,,,,,,t,flexible,1,,130
male,2018-09-07,within an hour,75%,f,1.0,f,,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,$0.00,1,1125,29,59,89,179,0,,,,,,,,t,flexible,1,,550
unknown,2016-07-12,within an hour,100%,f,1.0,f,McKinney,House,Private room,6,1.0,2.0,2.0,Real Bed,$10.00,2,27,24,24,24,24,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,3.58,60
female,2013-10-30,within an hour,100%,f,3.0,f,East Downtown,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,3,1125,18,40,65,65,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,3,2.27,95
couple,2018-12-29,within an hour,100%,f,1.0,f,Mueller,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,$0.00,1,14,20,50,80,329,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.0,400
male,2015-10-16,within an hour,100%,f,1.0,f,East Downtown,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,$0.00,4,12,0,0,0,97,0,,,,,,,,t,strict_14_with_grace_period,1,,700
female,2011-01-27,within a few hours,100%,f,1.0,t,South Lamar,Condominium,Entire home/apt,2,1.5,2.0,1.0,Real Bed,$0.00,5,30,9,15,45,135,0,,,,,,,,f,flexible,1,,200
female,2015-09-11,within a day,100%,f,1.0,t,Travis Heights,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,7,24,54,84,84,0,,,,,,,,t,flexible,1,,125
male,2018-12-30,within an hour,100%,f,1.0,f,Downtown,House,Private room,2,1.0,1.0,2.0,Real Bed,$0.00,1,3,0,0,0,0,0,,,,,,,,f,flexible,1,,100
company,2018-05-29,within an hour,100%,f,8.0,f,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,1,180,17,42,72,132,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,6,2.55,120
male,2015-05-08,within an hour,100%,f,1.0,f,East Riverside,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,25,55,85,85,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,1.0,60
unknown,2015-11-29,within an hour,100%,f,1.0,f,Bouldin Creek,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,$0.00,1,14,24,54,84,174,0,,,,,,,,f,flexible,1,,350
female,2015-09-10,within an hour,100%,f,1.0,f,University Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,4,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,1.76,45
male,2011-05-11,within an hour,99%,f,25.0,t,South Lamar,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,$0.00,3,1125,11,25,42,283,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,24,1.88,280
couple,2015-09-14,within an hour,100%,f,1.0,f,Windsor Park,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,8,24,44,120,0,,,,,,,,t,moderate,1,,50
female,2018-01-23,within an hour,100%,t,2.0,f,Westlake Hills,House,Private room,3,1.0,1.0,1.0,Real Bed,$0.00,1,4,11,25,50,50,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,2,5.0,30
female,2015-05-09,within a day,100%,f,1.0,t,East Downtown,Bungalow,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$0.00,2,1125,0,0,23,23,0,,,,,,,,f,flexible,1,,150
mostly_male,2015-02-19,within an hour,100%,f,1.0,t,Westgate,House,Entire home/apt,16,2.5,4.0,8.0,Real Bed,$0.00,1,30,11,33,52,273,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,3.75,275
male,2015-10-08,within an hour,100%,f,3.0,t,Cherry Creek,House,Entire home/apt,8,2.0,4.0,8.0,Real Bed,$0.00,10,12,11,11,11,11,0,,,,,,,,t,strict_14_with_grace_period,2,,950
female,2012-02-24,within an hour,100%,f,1.0,f,South Manchaca,House,Entire home/apt,8,2.0,3.0,6.0,Real Bed,$25.00,4,1125,0,0,0,14,0,,,,,,,,f,strict_14_with_grace_period,1,,350
male,2012-04-08,within a day,100%,f,1.0,t,Rosedale,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,$25.00,30,1125,0,0,0,0,0,,,,,,,,t,strict_14_with_grace_period,1,,140
unknown,2015-08-06,within a few hours,100%,f,1.0,t,Long Canyon,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,7,1125,29,59,89,364,0,,,,,,,,t,flexible,1,,55
female,2016-12-22,within an hour,100%,f,1.0,f,McKinney,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$10.00,1,1125,19,49,79,354,1,,,,,,,,t,strict_14_with_grace_period,1,0.75,65
male,2015-11-15,within an hour,100%,f,3.0,f,West Austin,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$0.00,1,1125,20,44,74,74,6,96.0,10.0,9.0,10.0,10.0,10.0,9.0,t,flexible,2,2.73,85
couple,2016-11-19,within an hour,100%,t,173.0,f,St. Edwards,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,1,1125,18,48,78,168,14,96.0,10.0,10.0,10.0,10.0,10.0,9.0,t,moderate,18,7.24,1000
male,2018-10-15,within a few hours,100%,f,1.0,f,Hyde Park,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$0.00,2,31,16,42,70,345,0,,,,,,,,t,flexible,1,,130
female,2014-02-17,within an hour,100%,f,1.0,t,South Manchaca,Bungalow,Entire home/apt,6,1.0,2.0,2.0,Real Bed,$20.00,2,1125,4,4,4,4,0,,,,,,,,f,flexible,1,,90
male,2019-01-02,within an hour,100%,f,1.0,f,East Downtown,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,1,1125,8,19,36,119,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,1.7,95
male,2018-12-26,within an hour,100%,f,2.0,f,East Riverside,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,1,29,22,52,77,142,7,97.0,10.0,10.0,10.0,10.0,9.0,10.0,t,moderate,2,3.68,55
male,2012-08-30,within an hour,100%,f,4.0,f,South Congress,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$20.00,1,1125,0,6,36,311,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,4,1.61,95
male,2018-03-09,within an hour,100%,f,3.0,f,,House,Private room,2,1.5,1.0,1.0,Real Bed,$0.00,1,1125,19,49,79,354,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,3,1.46,30
male,2018-03-09,within an hour,100%,f,3.0,f,,House,Private room,2,1.5,1.0,1.0,Real Bed,$0.00,1,1125,22,52,82,357,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,3,0.68,35
male,2014-08-22,within an hour,100%,f,1.0,t,,House,Entire home/apt,6,3.0,4.0,4.0,Real Bed,$25.00,2,1125,20,48,78,258,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,3.13,100
male,2017-10-01,within an hour,100%,f,1.0,f,Balcones Civic Association,Condominium,Entire home/apt,6,2.0,2.0,2.0,Real Bed,$0.00,2,1125,15,30,48,125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,4.0,110
female,2015-05-12,within an hour,100%,f,1.0,t,Montopolis,Condominium,Private room,2,1.5,1.0,1.0,Real Bed,$0.00,1,1125,0,0,0,0,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,7.5,55
male,2019-01-03,within an hour,100%,f,2.0,f,,Cabin,Entire home/apt,12,2.5,3.0,7.0,Real Bed,$13.00,2,30,14,39,65,155,3,93.0,10.0,9.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,2,2.65,360
male,2019-01-03,within an hour,100%,f,2.0,f,Wooten,Tiny house,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,1,45,10,37,67,67,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,7.66,50
mostly_female,2012-08-20,within an hour,100%,f,6.0,f,Zilker,House,Private room,1,1.0,1.0,1.0,Real Bed,$0.00,30,1125,0,26,56,81,0,,,,,,,,f,moderate,4,,90
company,2014-10-17,within an hour,100%,t,21.0,f,Long Canyon,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,3,21,0,0,0,0,2,60.0,6.0,6.0,6.0,6.0,8.0,6.0,f,flexible,5,1.2,60
female,2014-09-23,within an hour,100%,f,2.0,f,Rosewood,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,11,28,45,90,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,2,3.05,60
unknown,2019-01-03,within an hour,100%,f,1.0,f,Downtown,Condominium,Entire home/apt,8,2.0,3.0,5.0,Real Bed,$50.00,1,1125,19,43,64,64,0,,,,,,,,f,strict_14_with_grace_period,1,,500
female,2012-03-29,within a few hours,100%,f,2.0,t,MLK & 183,House,Private room,2,1.0,1.0,1.0,Real Bed,$15.00,3,90,0,5,35,310,0,,,,,,,,f,flexible,2,,200
male,2016-07-28,within an hour,100%,t,4.0,f,Old West Austin,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,$25.00,1,1125,6,29,53,143,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,4,9.0,145
male,2014-01-30,within an hour,100%,f,1.0,t,,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,5,32,62,62,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.0,45
mostly_female,2015-05-21,within an hour,100%,f,1.0,f,East Riverside,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$15.00,1,3,4,5,35,35,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,1.76,90
female,2014-04-16,within an hour,100%,f,1.0,f,Barton Hills,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,$0.00,1,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,2.43,65
male,2018-11-02,within an hour,100%,f,1.0,f,,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,1125,7,7,7,7,0,,,,,,,,t,flexible,1,,105
male,2015-08-14,within a few hours,80%,f,1.0,t,MLK & 183,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,$15.00,2,1125,8,11,11,11,6,92.0,9.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1,3.27,160
mostly_male,2013-06-14,within a day,100%,f,1.0,t,East Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,100,120,0,0,16,83,0,,,,,,,,t,flexible,1,,55
mostly_female,2016-11-12,within a day,100%,f,1.0,f,Gracywoods,House,Private room,2,1.0,1.0,1.0,Real Bed,$20.00,1,7,20,20,20,20,0,,,,,,,,f,flexible,1,,65
mostly_male,2016-04-28,within an hour,100%,f,1.0,f,Allendale,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$10.00,3,14,24,49,79,79,3,67.0,7.0,9.0,9.0,7.0,9.0,9.0,f,strict_14_with_grace_period,1,1.91,90
male,2017-10-12,within an hour,100%,f,3.0,f,Allendale,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,15,5,5,5,5,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,3,2.0,70
female,2014-01-16,within an hour,100%,t,3.0,t,Hyde Park,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,$0.00,1,29,12,35,65,274,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,3,3.0,500
female,2018-05-10,within an hour,100%,f,1.0,f,Holly,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,$0.00,3,14,3,4,4,66,1,,,,,,,,t,flexible,1,1.0,250
male,2017-07-01,within an hour,100%,f,1.0,f,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$15.00,1,7,4,7,7,7,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,6.25,60
male,2014-11-09,within an hour,100%,t,2.0,t,Wooten,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,2,1125,12,24,42,64,4,90.0,10.0,9.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,2,3.75,55
male,2014-08-06,within an hour,100%,f,1.0,f,Cherry Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,2,1125,8,22,40,40,8,91.0,10.0,9.0,9.0,9.0,9.0,10.0,f,moderate,1,4.71,30
male,2012-09-16,within a day,67%,f,1.0,t,East Downtown,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,$0.00,2,1125,15,41,71,161,4,100.0,10.0,10.0,9.0,9.0,10.0,9.0,f,flexible,1,2.31,160
mostly_female,2016-08-26,within an hour,100%,f,1.0,f,Westgate,House,Private room,2,1.0,2.0,2.0,Real Bed,$20.00,2,7,14,44,74,130,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,2.0,40
female,2018-12-07,within a few hours,90%,f,1.0,f,Pleasant Valley,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$20.00,1,90,0,0,0,0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,4.84,60
male,2019-01-05,within an hour,100%,f,1.0,f,Holly,Bungalow,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$0.00,2,7,0,0,0,150,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,2.5,175
male,2015-06-15,within an hour,100%,f,1.0,t,East Downtown,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,1,1125,18,48,73,73,0,,,,,,,,t,flexible,1,,150
mostly_female,2011-10-27,within an hour,100%,t,2.0,t,Northwest Hills,Condominium,Entire home/apt,2,1.0,1.0,2.0,Real Bed,$15.00,3,15,2,2,3,222,0,,,,,,,,t,moderate,2,,150
male,2016-05-30,within a few hours,100%,f,1.0,f,Rosewood,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,$0.00,3,30,25,49,49,49,0,,,,,,,,t,moderate,1,,500
couple,2012-11-01,within an hour,100%,f,4.0,f,,House,Entire home/apt,12,3.0,4.0,6.0,Real Bed,$40.00,2,1125,10,38,66,66,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,3,1.76,450
female,2013-09-16,within an hour,88%,f,1.0,t,Upper Boggy Creek,Bungalow,Private room,1,1.0,1.0,1.0,Real Bed,$20.00,1,31,1,17,47,137,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.28,45
female,2019-01-06,within a day,100%,f,1.0,f,South Manchaca,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,$50.00,31,93,0,0,0,229,0,,,,,,,,f,moderate,1,,115
female,2011-12-26,within a few hours,100%,f,1.0,t,Pecan Spings,House,Entire home/apt,6,2.0,4.0,4.0,Real Bed,$0.00,2,1125,9,15,30,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.46,200
male,2016-06-28,within an hour,100%,t,3.0,t,,House,Private room,2,1.0,1.0,1.0,Real Bed,$15.00,2,8,24,54,82,153,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,3,2.45,50
male,2019-01-06,within an hour,100%,f,1.0,f,Cherry Creek,House,Entire home/apt,8,2.0,2.0,2.0,Real Bed,$30.00,2,90,23,53,83,173,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.91,75
male,2013-03-16,within an hour,100%,f,1.0,f,Govalle,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,2,7,10,16,46,46,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,3.13,60
female,2015-12-11,within an hour,100%,f,1.0,t,Barton Hills,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,2,1125,2,2,2,2,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,t,flexible,1,3.5,75
unknown,2017-11-11,within an hour,100%,t,15.0,f,Travis Heights,House,Entire home/apt,14,2.5,4.0,7.0,Real Bed,$0.00,3,1125,17,32,50,242,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,15,4.0,200
male,2014-06-19,within a few hours,94%,f,20.0,t,Downtown,Serviced apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,$0.00,2,31,24,52,82,82,1,100.0,10.0,8.0,6.0,8.0,10.0,8.0,f,moderate,1,0.64,255
female,2018-03-15,within an hour,100%,f,1.0,f,Balcony Woods,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$7.00,2,1125,13,22,27,27,6,67.0,8.0,7.0,6.0,6.0,9.0,9.0,f,strict_14_with_grace_period,1,5.14,80
couple,2013-06-09,,,f,1.0,t,East Downtown,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,$0.00,3,1125,14,14,14,14,0,,,,,,,,f,flexible,1,,500
unknown,2016-08-29,within an hour,100%,t,2.0,t,Parker Lane,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,$15.00,2,30,7,22,46,219,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,moderate,2,4.41,90
male,2011-08-14,within an hour,100%,f,1.0,f,East Downtown,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$50.00,3,8,6,15,33,120,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,4.5,120
female,2012-03-13,within a few hours,100%,f,3.0,t,Bouldin Creek,Condominium,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$0.00,30,1125,0,0,0,63,0,,,,,,,,f,strict_14_with_grace_period,3,,125
female,2015-01-25,within an hour,90%,f,2.0,t,MLK & 183,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,$20.00,1,1125,30,60,90,365,0,,,,,,,,f,strict_14_with_grace_period,2,,70
male,2017-10-12,within an hour,100%,f,3.0,f,Allendale,House,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,1,15,1,1,1,61,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,3,2.0,50
unknown,2019-01-07,within a few hours,100%,f,1.0,f,East Downtown,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,2,60,19,46,76,132,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,1.0,450
female,2012-05-27,within a few hours,100%,t,2.0,t,South Congress,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,$75.00,5,30,9,24,51,141,0,,,,,,,,f,strict_14_with_grace_period,2,,900
male,2019-01-07,within an hour,100%,f,2.0,f,South Lamar,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,1,1125,13,37,67,67,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,2,6.43,65
unknown,2017-08-02,within an hour,98%,f,256.0,f,Zilker,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,$0.00,2,90,20,45,75,337,0,,,,,,,,t,strict_14_with_grace_period,3,,295
male,2018-07-10,within an hour,100%,f,1.0,f,Travis Heights,Condominium,Entire home/apt,6,1.0,2.0,2.0,Real Bed,$0.00,1,30,2,15,32,281,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,6.88,120
female,2017-03-10,within a few hours,70%,f,1.0,f,SW Williamson Co.,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$10.00,1,30,0,8,38,38,2,100.0,8.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1,1.43,70
andy,2016-07-09,within an hour,100%,f,1.0,t,,Tiny house,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$50.00,2,1125,5,19,49,49,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,1.88,50
male,2016-09-05,within an hour,100%,f,2.0,t,,House,Private room,2,1.0,1.0,1.0,Real Bed,$10.00,1,1125,23,53,83,83,0,,,,,,,,t,moderate,2,,65
andy,2019-01-06,within an hour,100%,f,1.0,f,East Riverside,Apartment,Entire home/apt,16,2.0,3.0,6.0,Real Bed,$0.00,2,90,15,37,63,324,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict_14_with_grace_period,1,1.18,235
male,2019-01-06,within an hour,100%,f,1.0,f,Hancock,Condominium,Private room,4,1.5,1.0,2.0,Real Bed,$10.00,12,1125,5,5,5,5,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,1,1.18,40
male,2012-10-14,within an hour,100%,t,3.0,t,Bouldin Creek,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$50.00,2,100,8,24,54,54,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,3,1.0,95
